x1,x2,y,yp
2.06603319030949,1.55453265131785,2,2
0.435074148196517,-1.49036869220105,1,1
1.01672174488638,1.6381566589117,2,2
-1.97542635040578,-1.22249770461847,1,1
0.217483239349034,-4.11849071473199,1,1
-1.84053502584744,0.451085739080078,1,3
-1.66246538148555,3.27929255831858,3,3
0.539027888638774,0.400457320123071,2,2
-1.48504890879463,-0.110836372940004,1,1
-2.47390700416338,-2.51888923410426,1,1
2.02177736260942,0.789059505693263,2,2
-1.5511284787929,-0.73802758458341,1,1
-2.34067925719576,-1.68548044811937,1,3
-2.24938843380734,-1.93218374504373,1,1
1.36591281089548,-0.270201282177025,2,2
0.700674922700654,-0.727925061767916,2,2
-2.18915258427561,-1.38935339277273,1,1
-2.00733395545029,-1.71365209921565,1,1
1.78587481166375,-0.244640640709228,2,2
1.52444354627168,2.52376880272332,2,3
-2.22397265917759,1.86302244706309,3,3
-0.63410264590876,-1.92416430593936,1,1
-1.3941723844215,1.85987531159582,3,1
0.61319127750026,1.06992455400625,2,2
-0.558863645483055,0.706993357727799,1,1
-2.83900261399832,4.56331999481594,3,1
-1.50014524276542,3.05473780415484,3,2
0.915254926971878,2.00238970914614,2,3
-4.26159482709541,-1.95980941413278,1,3
-1.69523258025667,-0.802440644281151,1,1
-0.17273933134089,2.56353801022816,2,2
-0.906276405482949,3.72293937158212,3,3
-2.03933152358213,-1.44712517060972,1,3
-3.5043952172723,-1.74639695054578,1,1
-1.03721444241153,0.721383017568156,1,1
-1.98864768860976,1.80633614036631,3,3
2.49723234910812,0.63654587885398,2,2
0.204937270244163,-1.17381570392994,1,1
0.12245292716605,-1.28259892004251,1,1
-1.94828353153226,-2.68543377698832,1,1
2.47486875769294,1.43257163144576,2,2
-0.891267870106068,-0.444155802763548,1,1
-1.10013743803421,3.12658281813606,3,3
-2.83287851013241,1.03295273726242,3,2
-0.976806817911426,2.11843723665691,3,3
-2.48258329979627,3.94669326659956,3,3
-0.578661561312914,-1.87072329072646,1,1
1.00516754945816,0.657104306279892,2,2
0.595149979737301,-1.62082210394219,1,1
1.69678299631641,1.16982161466889,2,2
1.53309950502883,1.49823983079323,2,2
